component_type,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size,component_id,original_component_id,bus,allocated_districts,allocation_method,allocation_confidence,allocation_source_url,allocation_notes,allocation_share,original_capacity_mw
Generator,217.0,unit,4.0,Oil & Gas,Valuthur Gas Turbine Power Station,Tamil Nadu,Ramanathapuram,2008-08-31,32.4,Tamil Nadu Generation and Distribution Corp. Ltd.,1.0,valuthur_gas_turbine_power_station__unit_04,valuthur_gas_turbine_power_station__unit_04,Madurai,Ramanathapuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,32.4
Generator,218.0,unit,1.0,Bio Power,Ambika Sugars (Previously M/s. SREL) Tamil Nadu Cuddalore 40,Tamil Nadu,Cuddalore,N.A.,40.0,Ambika Sugars (Previously M/s. SREL),1.0,ambika_sugars_previously_m_s_srel_tamil_nadu_cuddalore_40__unit_01,ambika_sugars_previously_m_s_srel_tamil_nadu_cuddalore_40__unit_01,Villupuram,Cuddalore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,40.0
Generator,219.0,unit,1.0,Bio Power,"Arashi Hi-Tech Bio-Power 
Ltd. Tamil Nadu Coimbatore 1.6",Tamil Nadu,Coimbatore,N.A.,1.6,"Arashi Hi-Tech Bio-Power 
Ltd.",1.0,arashi_hi_tech_bio_power_ltd_tamil_nadu_coimbatore_1_6__unit_01,arashi_hi_tech_bio_power_ltd_tamil_nadu_coimbatore_1_6__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.6
Generator,220.0,unit,1.0,Bio Power,Arunachala Sugars Ltd. Tamil Nadu Tiruvannamalai 19,Tamil Nadu,Tiruvannamalai,N.A.,19.0,Arunachala Sugars Ltd.,1.0,arunachala_sugars_ltd_tamil_nadu_tiruvannamalai_19__unit_01,arunachala_sugars_ltd_tamil_nadu_tiruvannamalai_19__unit_01,Villupuram,Tiruvannamalai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,19.0
Generator,221.0,unit,1.0,Bio Power,Astro Energy and Bio Systems Ltd. Tamil Nadu Madurai 10,Tamil Nadu,Madurai,N.A.,10.0,Astro Energy and Bio Systems Ltd.,1.0,astro_energy_and_bio_systems_ltd_tamil_nadu_madurai_10__unit_01,astro_energy_and_bio_systems_ltd_tamil_nadu_madurai_10__unit_01,Madurai,Madurai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,10.0
Generator,222.0,unit,1.0,Bio Power,Auro Energy Ltd. Tamil Nadu Thanjavur 16,Tamil Nadu,Thanjavur,N.A.,16.0,Auro Energy Ltd.,1.0,auro_energy_ltd_tamil_nadu_thanjavur_16__unit_01,auro_energy_ltd_tamil_nadu_thanjavur_16__unit_01,Trichy,Thanjavur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,16.0
Generator,223.0,unit,1.0,Bio Power,Aurobindo Agro Energy Pvt. Ltd. Tamil Nadu Sivaganga 15,Tamil Nadu,Sivaganga,N.A.,15.0,Aurobindo Agro Energy Pvt. Ltd.,1.0,aurobindo_agro_energy_pvt_ltd_tamil_nadu_sivaganga_15__unit_01,aurobindo_agro_energy_pvt_ltd_tamil_nadu_sivaganga_15__unit_01,Madurai,Sivagangai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,224.0,unit,1.0,Bio Power,"Auromira Bio Power
India (P) Ltd Tamil Nadu Tirunelveli 15",Tamil Nadu,Tirunelveli,N.A.,15.0,"Auromira Bio Power
India (P) Ltd",1.0,auromira_bio_power_india_p_ltd_tamil_nadu_tirunelveli_15__unit_01,auromira_bio_power_india_p_ltd_tamil_nadu_tirunelveli_15__unit_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,225.0,unit,1.0,Bio Power,Bannari Amman Sugars Ltd. Tamil Nadu Erode 20,Tamil Nadu,Erode,N.A.,20.0,Bannari Amman Sugars Ltd.,1.0,bannari_amman_sugars_ltd_tamil_nadu_erode_20__unit_01,bannari_amman_sugars_ltd_tamil_nadu_erode_20__unit_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,20.0
Generator,226.0,unit,1.0,Bio Power,Bannari Amman Sugars and Chemicals Ltd. Tamil Nadu Tiruvannamalai 28.8,Tamil Nadu,Tiruvannamalai,N.A.,28.8,Bannari Amman Sugars and Chemicals Ltd.,1.0,bannari_amman_sugars_and_chemicals_ltd_tamil_nadu_tiruvannamalai__unit_01,bannari_amman_sugars_and_chemicals_ltd_tamil_nadu_tiruvannamalai__unit_01,Villupuram,Tiruvannamalai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,28.8
Generator,227.0,unit,1.0,Bio Power,"C.M.D.A., Koyambedu Veg. Market Bio-metharation plant Tamil Nadu Chennai 0.25",Tamil Nadu,Chennai,N.A.,0.25,"C.M.D.A., Koyambedu Veg. Market Bio-metharation plant",1.0,c_m_d_a_koyambedu_veg_market_bio_metharation_plant_tamil_nadu_ch__unit_01,c_m_d_a_koyambedu_veg_market_bio_metharation_plant_tamil_nadu_ch__unit_01,Chennai North,Chennai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,0.25
Generator,228.0,unit,1.0,Bio Power,Cheyyar Co.op Sugar Mills Tamil Nadu Tiruvannamalai 7.5,Tamil Nadu,Tiruvannamalai,N.A.,7.5,Cheyyar Co.op Sugar Mills,1.0,cheyyar_co_op_sugar_mills_tamil_nadu_tiruvannamalai_7_5__unit_01,cheyyar_co_op_sugar_mills_tamil_nadu_tiruvannamalai_7_5__unit_01,Villupuram,Tiruvannamalai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.5
Generator,229.0,unit,1.0,Bio Power,Chitra Bio Energy Ltd. Tamil Nadu Pudukkottai 7.5,Tamil Nadu,Pudukkottai,N.A.,7.5,Chitra Bio Energy Ltd.,1.0,chitra_bio_energy_ltd_tamil_nadu_pudukkottai_7_5__unit_01,chitra_bio_energy_ltd_tamil_nadu_pudukkottai_7_5__unit_01,Trichy,Pudukkottai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.5
Generator,230.0,unit,1.0,Bio Power,Dhanalakshmi Srinivasan Sugars Pvt Ltd. Tamil Nadu Perambalur 25,Tamil Nadu,Perambalur,N.A.,25.0,Dhanalakshmi Srinivasan Sugars Pvt Ltd.,1.0,dhanalakshmi_srinivasan_sugars_pvt_ltd_tamil_nadu_perambalur_25__unit_01,dhanalakshmi_srinivasan_sugars_pvt_ltd_tamil_nadu_perambalur_25__unit_01,Trichy,Perambalur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,25.0
Generator,231.0,unit,1.0,Bio Power,Dharani Sugars & Chemical Ltd. Tamil Nadu Tiruvannamalai 15,Tamil Nadu,Tiruvannamalai,N.A.,15.0,Dharani Sugars & Chemical Ltd.,1.0,dharani_sugars_chemical_ltd_tamil_nadu_tiruvannamalai_15__unit_01,dharani_sugars_chemical_ltd_tamil_nadu_tiruvannamalai_15__unit_01,Villupuram,Tiruvannamalai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,232.0,unit,1.0,Bio Power,Dharani Sugars & Chemical Ltd. Tamil Nadu Viluppuram 22,Tamil Nadu,Viluppuram,N.A.,22.0,Dharani Sugars & Chemical Ltd.,1.0,dharani_sugars_chemical_ltd_tamil_nadu_viluppuram_22__unit_01,dharani_sugars_chemical_ltd_tamil_nadu_viluppuram_22__unit_01,Villupuram,Viluppuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,22.0
Generator,233.0,unit,1.0,Bio Power,EID Parry India Ltd. Tamil Nadu Cuddalore 24.5,Tamil Nadu,Cuddalore,N.A.,24.5,EID Parry India Ltd.,1.0,eid_parry_india_ltd_tamil_nadu_cuddalore_24_5__unit_01,eid_parry_india_ltd_tamil_nadu_cuddalore_24_5__unit_01,Villupuram,Cuddalore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,24.5
Generator,234.0,unit,1.0,Bio Power,EID Parry India Ltd. Tamil Nadu Karur 22,Tamil Nadu,Karur,N.A.,22.0,EID Parry India Ltd.,1.0,eid_parry_india_ltd_tamil_nadu_karur_22__unit_01,eid_parry_india_ltd_tamil_nadu_karur_22__unit_01,Trichy,Karur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,22.0
Generator,235.0,unit,1.0,Bio Power,EID Parry India Ltd. Tamil Nadu Pudukkottai 18,Tamil Nadu,Pudukkottai,N.A.,18.0,EID Parry India Ltd.,1.0,eid_parry_india_ltd_tamil_nadu_pudukkottai_18__unit_01,eid_parry_india_ltd_tamil_nadu_pudukkottai_18__unit_01,Trichy,Pudukkottai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,18.0
Generator,236.0,unit,1.0,Bio Power,EID Parry India Ltd. Tamil Nadu Tiruchirappalli 18,Tamil Nadu,Tiruchirappalli,N.A.,18.0,EID Parry India Ltd.,1.0,eid_parry_india_ltd_tamil_nadu_tiruchirappalli_18__unit_01,eid_parry_india_ltd_tamil_nadu_tiruchirappalli_18__unit_01,Trichy,Tiruchirappalli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,18.0
Generator,237.0,unit,1.0,Bio Power,ETA Power Gen.Pvt.Ltd. Tamil Nadu Virudhunagar 10,Tamil Nadu,Virudhunagar,N.A.,10.0,ETA Power Gen.Pvt.Ltd.,1.0,eta_power_gen_pvt_ltd_tamil_nadu_virudhunagar_10__unit_01,eta_power_gen_pvt_ltd_tamil_nadu_virudhunagar_10__unit_01,Tirunelveli,Virudhunagar,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,10.0
Generator,238.0,unit,1.0,Bio Power,Empee Distilleries (Pvt) Ltd. Tamil Nadu Pudukkottai 10,Tamil Nadu,Pudukkottai,N.A.,10.0,Empee Distilleries (Pvt) Ltd.,1.0,empee_distilleries_pvt_ltd_tamil_nadu_pudukkottai_10__unit_01,empee_distilleries_pvt_ltd_tamil_nadu_pudukkottai_10__unit_01,Trichy,Pudukkottai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,10.0
Generator,239.0,unit,1.0,Bio Power,Empee Sugars & Chemicals Ltd. Tamil Nadu Tirunelveli 50,Tamil Nadu,Tirunelveli,N.A.,50.0,Empee Sugars & Chemicals Ltd.,1.0,empee_sugars_chemicals_ltd_tamil_nadu_tirunelveli_50__unit_01,empee_sugars_chemicals_ltd_tamil_nadu_tirunelveli_50__unit_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,240.0,unit,1.0,Bio Power,G.K. Bio Energy Pvt. Ltd. Tamil Nadu Erode 1.5,Tamil Nadu,Erode,N.A.,1.5,G.K. Bio Energy Pvt. Ltd.,1.0,g_k_bio_energy_pvt_ltd_tamil_nadu_erode_1_5__unit_01,g_k_bio_energy_pvt_ltd_tamil_nadu_erode_1_5__unit_01,Erode,Erode,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,1.5
Generator,241.0,unit,1.0,Bio Power,Global Power Tech. Equipments Pvt.Ltd. Tamil Nadu Tiruvannamalai 7.5,Tamil Nadu,Tiruvannamalai,N.A.,7.5,Global Power Tech. Equipments Pvt.Ltd.,1.0,global_power_tech_equipments_pvt_ltd_tamil_nadu_tiruvannamalai_7__unit_01,global_power_tech_equipments_pvt_ltd_tamil_nadu_tiruvannamalai_7__unit_01,Villupuram,Tiruvannamalai,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.5
Generator,242.0,unit,1.0,Bio Power,IOT Mabagas Ltd. Tamil Nadu N.A. 2,Tamil Nadu,Namakkal,N.A.,2.0,IOT Mabagas Ltd.,1.0,iot_mabagas_ltd_tamil_nadu_n_a_2__unit_01,iot_mabagas_ltd_tamil_nadu_n_a_2__unit_01,Erode,Namakkal,Direct facility match in CEA plant-wise renewable-energy report,High,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,CEA lists IOT MABAGAS / IOT Biogas in Namakkal (reported capacity 2.40 MW; workbook row is 2 MW).,1.0,2.0
Generator,243.0,unit,1.0,Bio Power,"Kothari Sugars & Chemicals Ltd., Kattur/Lalgudi",Tamil Nadu,Tiruchirappalli,N.A.,12.0,Kothari Sugars & Chemicals Ltd.,1.0,kothari_sugars_chemicals_ltd_kattur_lalgudi__unit_01,kothari_sugars_chemicals_ltd_kattur_lalgudi__unit_01,Trichy,Tiruchirappalli,"Direct plant correction from Prayas district record, cross-checked with CEA",High,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,"Prayas places the 12 MW unit in Tiruchirappalli; CEA identifies Kattur/Lalgudi, Trichy (11 MW). ICED capacity is retained.",1.0,12.0
Generator,244.0,unit,1.0,Bio Power,Kothari Sugars & Chemicals Ltd. Tamil Nadu Perambalur 22,Tamil Nadu,Perambalur,N.A.,22.0,Kothari Sugars & Chemicals Ltd.,1.0,kothari_sugars_chemicals_ltd_tamil_nadu_perambalur_22__unit_01,kothari_sugars_chemicals_ltd_tamil_nadu_perambalur_22__unit_01,Trichy,Perambalur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,22.0
Generator,245.0,unit,1.0,Bio Power,M.R.K.Co.op Sugar Mills Tamil Nadu Cuddalore 7.5,Tamil Nadu,Cuddalore,N.A.,7.5,M.R.K.Co.op Sugar Mills,1.0,m_r_k_co_op_sugar_mills_tamil_nadu_cuddalore_7_5__unit_01,m_r_k_co_op_sugar_mills_tamil_nadu_cuddalore_7_5__unit_01,Villupuram,Cuddalore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.5
Generator,246.0,unit,1.0,Bio Power,"Madras Sugars & Chemicals Ltd., Vengur",Tamil Nadu,Viluppuram,N.A.,25.0,Madras Sugars & Chemicals Ltd.,1.0,madras_sugars_chemicals_ltd_vengur__unit_01,madras_sugars_chemicals_ltd_vengur__unit_01,Villupuram,Viluppuram,"Direct plant correction from Prayas district record, cross-checked with CEA",High,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf,Prayas and CEA both place the 25 MW Vengur unit in Viluppuram.,1.0,25.0
Generator,247.0,unit,1.0,Bio Power,Manali Petrochemicals Ltd. Tamil Nadu Thiruvallur 4.7,Tamil Nadu,Thiruvallur,N.A.,4.7,Manali Petrochemicals Ltd.,1.0,manali_petrochemicals_ltd_tamil_nadu_thiruvallur_4_7__unit_01,manali_petrochemicals_ltd_tamil_nadu_thiruvallur_4_7__unit_01,Chennai North,Tiruvallur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,4.7
Generator,248.0,unit,1.0,Bio Power,Mohan Breweries & Distillaries Ltd Tamil Nadu Kancheepuram 18,Tamil Nadu,Kancheepuram,N.A.,18.0,Mohan Breweries & Distillaries Ltd,1.0,mohan_breweries_distillaries_ltd_tamil_nadu_kancheepuram_18__unit_01,mohan_breweries_distillaries_ltd_tamil_nadu_kancheepuram_18__unit_01,Chennai South,Kancheepuram,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,18.0
Generator,249.0,unit,1.0,Bio Power,Orient Green Power Ltd. Tamil Nadu Coimbatore 10,Tamil Nadu,Coimbatore,N.A.,10.0,Orient Green Power Ltd.,1.0,orient_green_power_ltd_tamil_nadu_coimbatore_10__unit_01,orient_green_power_ltd_tamil_nadu_coimbatore_10__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,10.0
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,0.03831176684000484,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__chennai_north,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Chennai North,Chennai | Tiruvallur,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.0059862135687507555,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,0.08978111017051638,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__coimbatore,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Coimbatore,Coimbatore,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.014028298464143184,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,1.7993372838311765,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__villupuram,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Villupuram,Cuddalore | Tiruvannamalai | Viluppuram,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.2811464505986213,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,0.1160962631515298,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__vellore,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Vellore,Dharmapuri,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.01814004111742653,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,0.7197968315394848,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__madurai,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Madurai,Dindigul | Madurai | Sivagangai | Theni,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.11246825492804449,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,0.770105212238481,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__erode,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Erode,Erode | Namakkal,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.12032893941226266,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,0.4876043052364252,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__chennai_south,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Chennai South,Kancheepuram,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.07618817269319143,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,1.4428443584472124,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__trichy,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Trichy,Karur | Perambalur | Pudukkottai | Thanjavur | Tiruchirappalli,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.22544443100737693,6.4
Generator,250.0,aggregate,1.0,Bio Power,Others (districts not specified) (Waste to Energy) Tamil Nadu N.A. 6.4,Tamil Nadu,Statewide / multiple districts,N.A.,0.9361228685451686,Others (districts not specified) (Waste to Energy),1.0,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01__tirunelveli,others_districts_not_specified_waste_to_energy_tamil_nadu_n_a_6___aggregate_01,Tirunelveli,Thoothukudi | Tirunelveli | Virudhunagar,Proportional proxy using known Bio Power capacity by district in PlantInfo,Low,https://mnre.gov.in/en/physical-progress/,"This is a statewide/residual category, not a plant-level record. The allocation preserves the row total but is an analytical proxy, not an observed facility location.",0.14626919821018258,6.4
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,0.27057685330753406,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__chennai_north,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Chennai North,Chennai | Tiruvallur,Residual proxy after subtracting Prayas/CEA-identified plants,Low,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares.",0.0019578643509951814,138.2
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,0.6340790905792717,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__coimbatore,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Coimbatore,Coimbatore,Residual proxy after subtracting Prayas/CEA-identified plants,Low,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares.",0.0045881265599079,138.2
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,45.707819567057676,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__villupuram,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Villupuram,Cuddalore | Tiruvannamalai | Viluppuram,Residual proxy after subtracting Prayas/CEA-identified plants | Historical plant decomposition from Prayas/CEA evidence,Low | Medium,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares. | Identified as part of the ICED statewide 138.2 MW category; Prayas raw location says Erode; CEA and Tamil Nadu sources place the mill in Tiruvannamalai. Capacity is deducted from the residual proxy balance to avoid double counting. | Identified as part of the ICED statewide 138.2 MW category; Prayas raw location says Erode; official Tamil Nadu sources place Periyasevalai mill in Viluppuram. Capacity is deducted from the residual proxy balance to avoid double counting.",0.3307367551885505,138.2
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,27.819929858507678,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__vellore,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Vellore,Dharmapuri | Vellore,Historical plant decomposition from Prayas/CEA evidence | Residual proxy after subtracting Prayas/CEA-identified plants,Medium | Low,https://cea.nic.in/wp-content/uploads/resd/2023/09/August_Plantwise_Details_2022.pdf | https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"Identified as part of the ICED statewide 138.2 MW category; Not present in the older Prayas extract; added from the later CEA plant-wise bagasse list. Capacity is deducted from the residual proxy balance to avoid double counting. | After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares. | Identified as part of the ICED statewide 138.2 MW category; Plant is present in Prayas and the CEA bagasse list. Capacity is deducted from the residual proxy balance to avoid double counting.",0.20130195266648104,138.2
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,5.0835651227476095,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__madurai,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Madurai,Dindigul | Madurai | Sivagangai | Theni,Residual proxy after subtracting Prayas/CEA-identified plants,Low,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares.",0.03678411810960644,138.2
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,5.43886806143427,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__erode,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Erode,Erode | Namakkal,Residual proxy after subtracting Prayas/CEA-identified plants,Low,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares.",0.03935505109576173,138.2
Generator,251.0,aggregate,1.0,Bio Power,Others (districts not specified) [Biomass & bagasse based cogen.] Tamil Nadu N.A. 138.2,Tamil Nadu,Statewide / multiple districts,N.A.,3.443705405732252,Others (districts not specified) [Biomass & bagasse based cogen.],1.0,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01__chennai_south,others_districts_not_specified_biomass_bagasse_based_cogen_tamil__aggregate_01,Chennai South,Kancheepuram,Residual proxy after subtracting Prayas/CEA-identified plants,Low,https://energy.prayaspune.org/renewable-energy-data-portal/plant-wise-re,"After identifying 93.0 MW of named plants, the remaining 45.2 MW is distributed using the prior ICED bio-power district proxy shares.",0.024918273558120492,138.2
