component_type,excel_row,record_kind,unit_sequence,source,plant_name,state,district,commissioning_date,capacity_mw,implementing_agency,duplicate_group_size,component_id,original_component_id,bus,allocated_districts,allocation_method,allocation_confidence,allocation_source_url,allocation_notes,allocation_share,original_capacity_mw
Generator,95.0,unit,14.0,Hydro,Kundah I to V Hydroelectric Power Project,Tamil Nadu,Coimbatore,1978-10-19,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,kundah_i_to_v_hydroelectric_power_project__unit_14,kundah_i_to_v_hydroelectric_power_project__unit_14,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,96.0,unit,9.0,Hydro,Kundah I to V Hydroelectric Power Project,Tamil Nadu,Nilgiris,1964-10-30,20.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,kundah_i_to_v_hydroelectric_power_project__unit_09,kundah_i_to_v_hydroelectric_power_project__unit_09,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,20.0
Generator,97.0,unit,15.0,Hydro,Kundah I to V Hydroelectric Power Project,Tamil Nadu,Nilgiris,1989-12-06,20.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,kundah_i_to_v_hydroelectric_power_project__unit_15,kundah_i_to_v_hydroelectric_power_project__unit_15,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,20.0
Generator,102.0,unit,4.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1988-08-12,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_04,lower_mettur_i_to_iv_hydroelectric_power_project__unit_04,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,103.0,unit,3.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1988-08-07,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_03,lower_mettur_i_to_iv_hydroelectric_power_project__unit_03,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,104.0,unit,5.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1988-08-26,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_05,lower_mettur_i_to_iv_hydroelectric_power_project__unit_05,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,105.0,unit,2.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1988-08-04,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_02,lower_mettur_i_to_iv_hydroelectric_power_project__unit_02,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,106.0,unit,1.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1988-01-04,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_01,lower_mettur_i_to_iv_hydroelectric_power_project__unit_01,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,107.0,unit,6.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1988-09-30,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_06,lower_mettur_i_to_iv_hydroelectric_power_project__unit_06,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,108.0,unit,8.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1989-09-18,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_08,lower_mettur_i_to_iv_hydroelectric_power_project__unit_08,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,109.0,unit,7.0,Hydro,Lower Mettur I to IV Hydroelectric Power Project,Tamil Nadu,Salem,1988-12-28,15.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,lower_mettur_i_to_iv_hydroelectric_power_project__unit_07,lower_mettur_i_to_iv_hydroelectric_power_project__unit_07,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,15.0
Generator,110.0,unit,1.0,Hydro,Mettur Dam Hydroelectric Power Project,Tamil Nadu,Salem,1937-06-13,12.5,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,mettur_dam_hydroelectric_power_project__unit_01,mettur_dam_hydroelectric_power_project__unit_01,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,12.5
Generator,111.0,unit,2.0,Hydro,Mettur Dam Hydroelectric Power Project,Tamil Nadu,Salem,1937-08-21,12.5,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,mettur_dam_hydroelectric_power_project__unit_02,mettur_dam_hydroelectric_power_project__unit_02,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,12.5
Generator,112.0,unit,3.0,Hydro,Mettur Dam Hydroelectric Power Project,Tamil Nadu,Salem,1938-01-21,12.5,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,mettur_dam_hydroelectric_power_project__unit_03,mettur_dam_hydroelectric_power_project__unit_03,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,12.5
Generator,113.0,unit,4.0,Hydro,Mettur Dam Hydroelectric Power Project,Tamil Nadu,Salem,1946-10-20,12.5,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,mettur_dam_hydroelectric_power_project__unit_04,mettur_dam_hydroelectric_power_project__unit_04,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,12.5
Generator,114.0,unit,1.0,Hydro,Mettur Tunnel,Tamil Nadu,Salem,1965-08-16,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,mettur_tunnel__unit_01,mettur_tunnel__unit_01,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,115.0,unit,2.0,Hydro,Mettur Tunnel,Tamil Nadu,Salem,1966-07-21,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),2.0,mettur_tunnel__unit_02,mettur_tunnel__unit_02,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,116.0,unit,3.0,Hydro,Mettur Tunnel,Tamil Nadu,Salem,1966-07-21,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),2.0,mettur_tunnel__unit_03,mettur_tunnel__unit_03,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,117.0,unit,4.0,Hydro,Mettur Tunnel,Tamil Nadu,Salem,1966-07-31,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,mettur_tunnel__unit_04,mettur_tunnel__unit_04,Erode,Salem,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,118.0,unit,1.0,Hydro,Moyar Power House,Tamil Nadu,Nilgiris,1952-04-10,14.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,moyar_power_house__unit_01,moyar_power_house__unit_01,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,14.0
Generator,119.0,unit,2.0,Hydro,Moyar Power House,Tamil Nadu,Nilgiris,1952-09-19,14.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,moyar_power_house__unit_02,moyar_power_house__unit_02,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,14.0
Generator,120.0,unit,3.0,Hydro,Moyar Power House,Tamil Nadu,Nilgiris,1953-01-06,12.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,moyar_power_house__unit_03,moyar_power_house__unit_03,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,12.0
Generator,121.0,unit,1.0,Hydro,Papanasam Hydroelectric Power Project,Tamil Nadu,Tirunelveli,1944-07-08,8.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,papanasam_hydroelectric_power_project__unit_01,papanasam_hydroelectric_power_project__unit_01,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,8.0
Generator,122.0,unit,2.0,Hydro,Papanasam Hydroelectric Power Project,Tamil Nadu,Tirunelveli,1944-12-12,8.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,papanasam_hydroelectric_power_project__unit_02,papanasam_hydroelectric_power_project__unit_02,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,8.0
Generator,123.0,unit,3.0,Hydro,Papanasam Hydroelectric Power Project,Tamil Nadu,Tirunelveli,1945-06-10,8.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,papanasam_hydroelectric_power_project__unit_03,papanasam_hydroelectric_power_project__unit_03,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,8.0
Generator,124.0,unit,4.0,Hydro,Papanasam Hydroelectric Power Project,Tamil Nadu,Tirunelveli,1951-07-08,8.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,papanasam_hydroelectric_power_project__unit_04,papanasam_hydroelectric_power_project__unit_04,Tirunelveli,Tirunelveli,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,8.0
Generator,125.0,unit,1.0,Hydro,Parson's Valley Hydroelectric Power Project,Tamil Nadu,Nilgiris,2000-06-22,30.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,parson_s_valley_hydroelectric_power_project__unit_01,parson_s_valley_hydroelectric_power_project__unit_01,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,30.0
Generator,126.0,unit,1.0,Hydro,Periyar Hydroelectric Power Project,Tamil Nadu,Theni,1958-10-12,42.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,periyar_hydroelectric_power_project__unit_01,periyar_hydroelectric_power_project__unit_01,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,42.0
Generator,127.0,unit,2.0,Hydro,Periyar Hydroelectric Power Project,Tamil Nadu,Theni,1959-02-19,42.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,periyar_hydroelectric_power_project__unit_02,periyar_hydroelectric_power_project__unit_02,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,42.0
Generator,128.0,unit,3.0,Hydro,Periyar Hydroelectric Power Project,Tamil Nadu,Theni,1959-06-07,42.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,periyar_hydroelectric_power_project__unit_03,periyar_hydroelectric_power_project__unit_03,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,42.0
Generator,129.0,unit,4.0,Hydro,Periyar Hydroelectric Power Project,Tamil Nadu,Theni,1965-12-22,42.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,periyar_hydroelectric_power_project__unit_04,periyar_hydroelectric_power_project__unit_04,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,42.0
Generator,130.0,unit,1.0,Hydro,Pykara Hydroelectric Power Project,Tamil Nadu,Nilgiris,1932-06-09,7.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,pykara_hydroelectric_power_project__unit_01,pykara_hydroelectric_power_project__unit_01,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.0
Generator,131.0,unit,2.0,Hydro,Pykara Hydroelectric Power Project,Tamil Nadu,Nilgiris,1932-11-22,7.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,pykara_hydroelectric_power_project__unit_02,pykara_hydroelectric_power_project__unit_02,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.0
Generator,132.0,unit,3.0,Hydro,Pykara Hydroelectric Power Project,Tamil Nadu,Nilgiris,1933-09-05,7.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,pykara_hydroelectric_power_project__unit_03,pykara_hydroelectric_power_project__unit_03,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,7.0
Generator,133.0,unit,4.0,Hydro,Pykara Hydroelectric Power Project,Tamil Nadu,Nilgiris,1939-08-28,13.6,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,pykara_hydroelectric_power_project__unit_04,pykara_hydroelectric_power_project__unit_04,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,13.6
Generator,134.0,unit,5.0,Hydro,Pykara Hydroelectric Power Project,Tamil Nadu,Nilgiris,1954-05-30,13.6,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,pykara_hydroelectric_power_project__unit_05,pykara_hydroelectric_power_project__unit_05,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,13.6
Generator,135.0,unit,6.0,Hydro,Pykara Hydroelectric Power Project,Tamil Nadu,Nilgiris,1954-06-11,11.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,pykara_hydroelectric_power_project__unit_06,pykara_hydroelectric_power_project__unit_06,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,11.0
Generator,136.0,unit,1.0,Hydro,Pykara Ultimate Hydroelectric Power Project,Tamil Nadu,Nilgiris,2005-09-06,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),3.0,pykara_ultimate_hydroelectric_power_project__unit_01,pykara_ultimate_hydroelectric_power_project__unit_01,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,137.0,unit,2.0,Hydro,Pykara Ultimate Hydroelectric Power Project,Tamil Nadu,Nilgiris,2005-09-06,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),3.0,pykara_ultimate_hydroelectric_power_project__unit_02,pykara_ultimate_hydroelectric_power_project__unit_02,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,138.0,unit,3.0,Hydro,Pykara Ultimate Hydroelectric Power Project,Tamil Nadu,Nilgiris,2005-09-06,50.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),3.0,pykara_ultimate_hydroelectric_power_project__unit_03,pykara_ultimate_hydroelectric_power_project__unit_03,Coimbatore,The Nilgiris,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,50.0
Generator,139.0,unit,1.0,Hydro,Sarkarpathy Hydroelectric Power Project,Tamil Nadu,Coimbatore,1966-08-14,30.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,sarkarpathy_hydroelectric_power_project__unit_01,sarkarpathy_hydroelectric_power_project__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,30.0
Generator,140.0,unit,1.0,Hydro,Sholayar I Power House,Tamil Nadu,Coimbatore,1971-04-22,42.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,sholayar_i_power_house__unit_01,sholayar_i_power_house__unit_01,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,42.0
Generator,141.0,unit,2.0,Hydro,Sholayar I Power House,Tamil Nadu,Coimbatore,1971-05-04,42.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,sholayar_i_power_house__unit_02,sholayar_i_power_house__unit_02,Coimbatore,Coimbatore,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,42.0
Generator,142.0,unit,1.0,Hydro,Suruliyar Hydroelectric Power Project,Tamil Nadu,Theni,1978-08-27,35.0,Tamil Nadu Generation & Distribution Co. Limited (TANGEDCO),1.0,suruliyar_hydroelectric_power_project__unit_01,suruliyar_hydroelectric_power_project__unit_01,Madurai,Theni,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,35.0
Generator,151.0,aggregate,1.0,Wind,Tamil Nadu-Ariyalur,Tamil Nadu,Ariyalur,,22.0,,1.0,tamil_nadu_ariyalur__aggregate_01,tamil_nadu_ariyalur__aggregate_01,Trichy,Ariyalur,District carried from original workbook,Existing,,No online correction applied because a single district was already provided.,1.0,22.0
